"Województwo";"Powiat";"Wybierany organ";"Numer okręgu";"Liczba mandatów";"Liczba list";"Liczba kandydatów";"Mieszkańcy";"Wyborcy";"Siedziba TKW";"Opis granic";"TERYT Powiatu";"Liczba wysłanych pakietów wyborczych"
"małopolskie";"wielicki";"Rada Powiatu Wielickiego";1;8;4;40;40069;31340;"Wieliczka";"Biskupice, Gdów, Kłaj";"121900";4
"małopolskie";"wielicki";"Rada Powiatu Wielickiego";2;6;4;31;30545;23216;"Wieliczka";"Niepołomice";"121900";6
"małopolskie";"wielicki";"Rada Powiatu Wielickiego";3;4;4;24;22223;17236;"Wieliczka";"Wieliczka ulice: ADAMA ASNYKA, osiedle ADAMA ASNYKA, ADAMA MICKIEWICZA, AKACJOWA, ALEJA JANA PAWŁA II, ALEJA SOLIDARNOŚCI, ALFONSA DŁUGOSZA, ARMII KRAJOWEJ, ARTURA GROTTGERA, BAJECZNA, BATALIONÓW CHŁOPSKICH, BEDNARKA, BOGUCKA, BOLESŁAWA CHROBREGO, BOLESŁAWA LIMANOWSKIEGO, BOLESŁAWA PRUSA, BOLESŁAWA SZPUNARA, BOLESŁAWA WSTYDLIWEGO, BOŻA WOLA, osiedle BOŻA WOLA, BRACI B. I W. KORDULÓW, BRATA ALOJZEGO KOSIBY, BRATA MAURYCEGO KOŁACZA, BRZOZOWA, BUKOWA, CHABROWA, CZARNOCHOWSKA, CZUBINÓW, DĘBOWA, DŁUGA, DR TOMASZA ŻYWCA, EDWARDA DEMBOWSKIEGO, FRANCISZKA AYWASA, FRYDERYKA CHOPINA PARZYSTE, GABRIELA NARUTOWICZA, GARBARSKA, GEN. WŁADYSŁAWA SIKORSKIEGO, GÓRNICZA OD 1 DO 13 NIEPARZYSTE, GÓRNICZA OD 2 DO 4 PARZYSTE, GÓRSKA, GÓRSKO, GRANICZNA, GRUNWALDZKA, GWARKÓW, HENRYKA IV PROBUSA, HENRYKA SIEMIRADZKIEGO, osiedle HENRYKA SIENKIEWICZA, HENRYKA SIENKIEWICZA, JAGIELLOŃSKA, JANA KILIŃSKIEGO, JANA KOCHANOWSKIEGO, JANA MATEJKI, JANA MIKOŁAJA DANIŁOWICZA, JANIŃSKA, JANUSZA KUTYBY, JASNA, JAŚMINOWA, JAWOROWA, JODŁOWA, JÓZEFA JEDYNAKA, JÓZEFA KRASZEWSKIEGO, JULIUSZA SŁOWACKIEGO, KACZEŃCE, KAROLA DEMCZUKA, KAROLA SZYMANOWSKIEGO, KASKADOWA, KASZTANOWA, KAZIMIERZA BRODZIŃSKIEGO, KAZIMIERZA GURGULA, KAZIMIERZA JANICKIEGO, KAZIMIERZA WIELKIEGO, KINGI, KLAŚNIEŃSKA, KLONOWA, KOPCE, KOŚCIUSZKI, KRAKOWSKA, KRAKOWSKA BOCZNA, KRÓLOWEJ JADWIGI, KRÓTKA, KRZYSZKOWICKA, KSIĘCIA JÓZEFA PONIATOWSKIEGO, KSIĘDZA ZYGMUNTA GOLIANA, KUBUSIA PUCHATKA, KUCZKIEWICZA, LEGIONÓW, LEŚNA, LIPOWA, ŁANY, ŁĄKOWA, MAGNOLIOWA, MALINOWA, MAŁA, MARII KONOPNICKIEJ, MARSZAŁKA JÓZEFA PIŁSUDSKIEGO, MICKIEWICZA, MIERŻĄCZKA, MIESZCZAŃSKA, MIESZKA I, MIKOŁAJA MARCHEWY, MIKOŁAJA KOPERNIKA OD 2 DO 6 PARZYSTE, MIKOŁAJA KOPERNIKA NIEPARZYSTE, MODRZEWIOWA, NA STOKU, NIECAŁA, NIEPOŁOMSKA, NOWY ŚWIAT, OCHOTA, OGRODOWA, ORZECHOWA, OSIEDLOWA, PARKOWA, PASTERNIK, PIĘKNA, PIOTRA SKARGI, PLAC MIECZYSŁAWA SKULIMOWSKIEGO, PLAC ŚW. KRZYŻA, POCZTOWA, PODGÓRSKA, PODLEŚNA, POLITECHNICZNA, POPRZECZNA, POWSTANIA WARSZAWSKIEGO, PRASOŁÓW, PRZESMYK, PRZYSZŁOŚĆ, REFORMACKA, ROŻNOWSKA, RÓŻANA, RYNEK GÓRNY, SADOWA, SERAF, SKARBNIKA, SKWER NIEPODLEGŁOŚCI, SŁONECZNA, SOBÓTKI, SOLNA, SPADOWA, SPOKOJNA, STANISŁAWA MONIUSZKI, STEFANA BATOREGO, STEFANA ŻEROMSKIEGO, STROMA, STRZELCÓW WIELICKICH, SZKOLNA, SZPITALNA, ŚWIERKOWA, ŚWIĘTEJ BARBARY, ŚWIĘTEJ KINGI, TADEUSZA KORPALA, TADEUSZA KOŚCIUSZKI, osiedle TADEUSZA KOŚCIUSZKI, TADEUSZA REJTANA, TOPOLOWA, UROCZA, WARZYCKA, WĄSKA, WIDOK, WIEJSKA, WIERZBOWA, WILLOWA, WINCENTEGO POLA, WINNICKA, WŁADYSŁAWA JAGIEŁŁY, WŁADYSŁAWA REYMONTA, WYGODA, ZACISZE, ZAJAZDOWA, ZAKOLE, ZAMKOWA, ZA TOREM, ZAUŁEK, ZBOŻOWA, ZIELNA, ŹRÓDLANA, ŻWIRKI I WIGURY";"121900";5
"małopolskie";"wielicki";"Rada Powiatu Wielickiego";4;7;4;33;39495;30694;"Wieliczka";"Wieliczka sołectwa: Brzegi, Byszyce, Czarnochowice, Chorągwica, Dobranowice, Golkowice, Gorzków, Grabie, Grajów, Grabówki, Jankówka, Janowice, Kokotów, Koźmice Małe, Koźmice Wielkie, Lednica Górna, Mała Wieś, Mietniów, Pawlikowice, Podstolice, Raciborsko, Rożnowa, Siercza, Sułków, Sygneczów, Strumiany, Śledziejowice, Węgrzce Wielkie, Zabawa; Wieliczka ulice: BARTOSZA GŁOWACKIEGO, DOBCZYCKA, DO ŚWIDÓWKI, F. SURÓWKI-BRZEGOWSKIEGO, FRYDERYKA CHOPINA NIEPARZYSTE, GDOWSKA, GÓRNICZA OD 6 DO KOŃCA PARZYSTE, GÓRNICZA OD 15 DO KOŃCA NIEPARZYSTE, JÓZEFA SOWIŃSKIEGO, JULIANA ORDONA, KARD. ANDRZEJA DESKURA, KAZIMIERZA PUŁASKIEGO, LEDNICKA, MIETNIOWSKA, MIKOŁAJA KOPERNIKA OD 8 DO KOŃCA PARZYSTE, MIKOŁAJA WIERZYNKA, MIKOŁAJA ZYBLIKIEWICZA, MIODOWA , NAD STAWEM, NOWA, PIOTRA WYSOCKIEGO, POLNA, POWSTANIA STYCZNIOWEGO, SOLARSKIEGO, STANISŁAWA JAGIELSKIEGO, STANISŁAWA LEMA, STANISŁAWA WYSPIAŃSKIEGO, STANISŁAWA ŻÓŁKIEWSKIEGO, ŚWIĘTEGO SEBASTIANA, WŁADYSŁAWA ŁOKIETKA, WŁODZIMIERZA TETMAJERA, ZŁOTA";"121900";3
"mazowieckie";"białobrzeski";"Rada Powiatu Białobrzeskiego";1;7;3;27;15260;12319;"Białobrzegi";"Białobrzegi, Stromiec";"140100";0
"mazowieckie";"białobrzeski";"Rada Powiatu Białobrzeskiego";2;4;2;12;8360;6690;"Białobrzegi";"Wyśmierzyce, Promna";"140100";9
"mazowieckie";"białobrzeski";"Rada Powiatu Białobrzeskiego";3;4;2;12;9364;7251;"Białobrzegi";"Radzanów, Stara Błotnica";"140100";1
"mazowieckie";"ciechanowski";"Rada Powiatu Ciechanowskiego";1;10;5;58;40582;33588;"Ciechanów";"Miasto Ciechanów";"140200";6
"mazowieckie";"ciechanowski";"Rada Powiatu Ciechanowskiego";2;4;5;30;14690;11770;"Ciechanów";"Gmina Ciechanów, Gmina Sońsk";"140200";0
"mazowieckie";"ciechanowski";"Rada Powiatu Ciechanowskiego";3;3;4;20;11502;9226;"Ciechanów";"Miasto i Gmina Glinojeck, Gmina Ojrzeń";"140200";0
"mazowieckie";"ciechanowski";"Rada Powiatu Ciechanowskiego";4;4;6;32;17775;14312;"Ciechanów";"Gmina Grudusk, Gmina Gołymin-Ośrodek, Gmina Opinogóra Górna, Gmina Regimin";"140200";2
"mazowieckie";"garwoliński";"Rada Powiatu Garwolińskiego";1;4;3;18;17066;13346;"Garwolin";"Miasto Garwolin";"140300";0
"mazowieckie";"garwoliński";"Rada Powiatu Garwolińskiego";2;7;3;23;31063;23772;"Garwolin";"Gmina Garwolin, Górzno, Pilawa";"140300";0
"mazowieckie";"garwoliński";"Rada Powiatu Garwolińskiego";3;3;3;13;14140;11022;"Garwolin";"Borowie, Miastków Kościelny, Parysów";"140300";0
"mazowieckie";"garwoliński";"Rada Powiatu Garwolińskiego";4;3;3;15;15239;12146;"Garwolin";"Gmina Łaskarzew, Wilga, Miasto Łaskarzew";"140300";1
"mazowieckie";"garwoliński";"Rada Powiatu Garwolińskiego";5;3;3;15;14872;11745;"Garwolin";"Maciejowice, Sobolew";"140300";3
"mazowieckie";"garwoliński";"Rada Powiatu Garwolińskiego";6;3;3;15;15384;12038;"Garwolin";"Trojanów, Żelechów";"140300";0
"mazowieckie";"gostyniński";"Rada Powiatu Gostynińskiego";1;7;4;36;16327;13910;"Gostynin";"miasto Gostynin";"140400";3
"mazowieckie";"gostyniński";"Rada Powiatu Gostynińskiego";2;5;4;28;11769;9605;"Gostynin";"gmina Gostynin";"140400";0
"mazowieckie";"gostyniński";"Rada Powiatu Gostynińskiego";3;5;4;25;13961;11408;"Gostynin";"gmina Pacyna, miasto i gmina Sanniki, gmina Szczawin Kościelny";"140400";0
"mazowieckie";"grodziski";"Rada Powiatu Grodziskiego";1;7;5;42;30869;24086;"Grodzisk Mazowiecki";"miasto Grodzisk Mazowiecki";"140500";5
"mazowieckie";"grodziski";"Rada Powiatu Grodziskiego";2;4;5;27;18912;13916;"Grodzisk Mazowiecki";"Adamowizna, Adamów, Chlebnia, Chrzanów Duży, Chrzanów Mały, Czarny Las, Izdebno Kościelne, Izdebno Nowe, Janinów, Kady, Kałęczyn, Kłudno Nowe, Kłudno Stare, Kłudzienko, Kozerki, Kozery Nowe, Kozery, Kraśnicza Wola, Książenice, Makówka, Marynin, Mościska, Natolin, Odrano-Wola, Opypy, Radonie, Szczęsne, Tłuste, Urszulin, Wężyk, Władków, Wólka Grodziska, Zabłotnia, Zapole, Żuków";"140500";2
"mazowieckie";"grodziski";"Rada Powiatu Grodziskiego";3;4;6;31;19155;15009;"Grodzisk Mazowiecki";"Baranów, Podkowa Leśna, Żabia Wola";"140500";0
"mazowieckie";"grodziski";"Rada Powiatu Grodziskiego";4;3;5;24;15810;12831;"Grodzisk Mazowiecki";"Milanówek";"140500";19
"mazowieckie";"grodziski";"Rada Powiatu Grodziskiego";5;3;5;24;13017;10030;"Grodzisk Mazowiecki";"Jaktorów";"140500";0
"mazowieckie";"grójecki";"Rada Powiatu Grójeckiego";1;5;7;49;24520;19651;"Grójec";"Gmina i Miasto Grójec";"140600";1
"mazowieckie";"grójecki";"Rada Powiatu Grójeckiego";2;3;6;28;12018;9713;"Grójec";"Gminy: Błędów, Pniewy";"140600";1
"mazowieckie";"grójecki";"Rada Powiatu Grójeckiego";3;5;7;44;21463;17214;"Grójec";"Gminy: Chynów, Jasieniec, Belsk Duży.";"140600";0
"mazowieckie";"grójecki";"Rada Powiatu Grójeckiego";4;4;6;35;18674;15328;"Grójec";"Gmina i Miasto Mogielnica, Miasto i Gmina Nowe Miasto nad Pilicą, Gmina Goszczyn.";"140600";60
"mazowieckie";"grójecki";"Rada Powiatu Grójeckiego";5;4;7;39;18453;14728;"Grójec";"Miasto i Gmina Warka";"140600";0
"mazowieckie";"kozienicki";"Rada Powiatu Kozienickiego";1;4;6;35;12436;10358;"Kozienice";"Gminy: Garbatka-Letnisko, Gniewoszów, Sieciechów";"140700";0
"mazowieckie";"kozienicki";"Rada Powiatu Kozienickiego";2;5;6;42;17958;14424;"Kozienice";"Miasto i Gmina Głowaczów, Gminy: Magnuszew, Grabów nad Pilicą";"140700";2
"mazowieckie";"kozienicki";"Rada Powiatu Kozienickiego";3;8;6;60;27753;23131;"Kozienice";"Miasto i Gmina Kozienice";"140700";5
"mazowieckie";"legionowski";"Rada Powiatu w Legionowie";1;10;5;59;49307;39447;"Legionowo";"miasto Legionowo";"140800";7
"mazowieckie";"legionowski";"Rada Powiatu w Legionowie";2;4;4;23;20227;15534;"Legionowo";"gmina Jabłonna";"140800";3
"mazowieckie";"legionowski";"Rada Powiatu w Legionowie";3;3;4;18;18236;13702;"Legionowo";"gmina Wieliszew";"140800";0
"mazowieckie";"legionowski";"Rada Powiatu w Legionowie";4;3;4;19;16846;13280;"Legionowo";"gmina Serock";"140800";0
"mazowieckie";"legionowski";"Rada Powiatu w Legionowie";5;3;4;20;15578;12250;"Legionowo";"gmina Nieporęt";"140800";0
"mazowieckie";"lipski";"Rada Powiatu Lipskiego";1;5;5;35;10352;8764;"Lipsko";"Miasto i Gmina Lipsko";"140900";0
"mazowieckie";"lipski";"Rada Powiatu Lipskiego";2;4;3;18;9650;7820;"Lipsko";"Gminy: Ciepielów, Rzeczniów";"140900";0
"mazowieckie";"lipski";"Rada Powiatu Lipskiego";3;3;5;25;7048;5844;"Lipsko";"Gminy: Solec nad Wisłą, Chotcza";"140900";0
"mazowieckie";"lipski";"Rada Powiatu Lipskiego";4;3;5;25;5596;4594;"Lipsko";"Miasto i Gmina Sienno";"140900";0
"mazowieckie";"łosicki";"Rada Powiatu Łosickiego";1;5;3;21;10486;8491;"Łosice";"Miasto i Gmina Łosice";"141000";1
"mazowieckie";"łosicki";"Rada Powiatu Łosickiego";2;5;4;28;10183;8109;"Łosice";"Stara Kornica, Huszlew, Olszanka";"141000";0
"mazowieckie";"łosicki";"Rada Powiatu Łosickiego";3;5;4;27;8989;7390;"Łosice";"Platerów, Sarnaki";"141000";0
"mazowieckie";"makowski";"Rada Powiatu w Makowie Mazowieckim";1;4;4;24;8778;7287;"Maków Mazowiecki";"miasto Maków Mazowiecki";"141100";0
"mazowieckie";"makowski";"Rada Powiatu w Makowie Mazowieckim";2;4;4;24;9223;7356;"Maków Mazowiecki";"gminy: Krasnosielc i Sypniewo";"141100";0
"mazowieckie";"makowski";"Rada Powiatu w Makowie Mazowieckim";3;3;4;20;7702;6218;"Maków Mazowiecki";"gminy: Płoniawy-Bramura i Czerwonka";"141100";0
"mazowieckie";"makowski";"Rada Powiatu w Makowie Mazowieckim";4;3;4;20;8606;6941;"Maków Mazowiecki";"gminy: Różan, Rzewnie, Młynarze";"141100";0
"mazowieckie";"makowski";"Rada Powiatu w Makowie Mazowieckim";5;3;4;20;8642;6906;"Maków Mazowiecki";"gminy: Karniewo i Szelków";"141100";0
"mazowieckie";"miński";"Rada Powiatu Mińskiego";1;7;5;41;37742;29838;"Mińsk Mazowiecki";"Miasto: Mińsk Mazowiecki";"141200";10
"mazowieckie";"miński";"Rada Powiatu Mińskiego";2;3;4;20;19463;15629;"Mińsk Mazowiecki";"Miasto: Sulejówek";"141200";13
"mazowieckie";"miński";"Rada Powiatu Mińskiego";3;5;5;35;27766;21132;"Mińsk Mazowiecki";"Gmina: Dębe Wielkie, Halinów";"141200";4
"mazowieckie";"miński";"Rada Powiatu Mińskiego";4;4;4;23;22738;17604;"Mińsk Mazowiecki";"Gmina: Mińsk Mazowiecki, Stanisławów";"141200";2
"mazowieckie";"miński";"Rada Powiatu Mińskiego";5;3;5;24;16642;13163;"Mińsk Mazowiecki";"Gmina: Dobre, Jakubów, Kałuszyn";"141200";4
"mazowieckie";"miński";"Rada Powiatu Mińskiego";6;5;5;34;27258;21698;"Mińsk Mazowiecki";"Gmina: Cegłów, Latowicz, Mrozy, Siennica";"141200";2
"mazowieckie";"mławski";"Rada Powiatu Mławskiego";1;8;5;49;28960;23507;"Mława";"Miasto Mława";"141300";1
"mazowieckie";"mławski";"Rada Powiatu Mławskiego";2;3;5;24;11097;8928;"Mława";"Gminy: Dzierzgowo, Szydłowo, Wieczfnia Kościelna";"141300";0
"mazowieckie";"mławski";"Rada Powiatu Mławskiego";3;5;5;34;17009;13667;"Mława";"Gminy: Stupsk, Strzegowo, Wiśniewo";"141300";2
"mazowieckie";"mławski";"Rada Powiatu Mławskiego";4;3;5;25;11872;9595;"Mława";"Gminy: Lipowiec Kościelny, Radzanów, Szreńsk";"141300";0
"mazowieckie";"nowodworski";"Rada Powiatu Nowodworskiego";1;7;8;71;26426;21299;"Nowy Dwór Mazowiecki";"Gmina Nowy Dwór Mazowiecki";"141400";1
"mazowieckie";"nowodworski";"Rada Powiatu Nowodworskiego";2;5;6;40;19146;15279;"Nowy Dwór Mazowiecki";"Gmina Nasielsk";"141400";0
"mazowieckie";"nowodworski";"Rada Powiatu Nowodworskiego";3;3;6;27;14948;12216;"Nowy Dwór Mazowiecki";"Gmina Pomiechówek i Gmina Zakroczym";"141400";0
"mazowieckie";"nowodworski";"Rada Powiatu Nowodworskiego";4;4;6;36;15632;12618;"Nowy Dwór Mazowiecki";"Gmina Czosnów i Gmina Leoncin";"141400";2
"mazowieckie";"ostrołęcki";"Rada Powiatu w Ostrołęce";1;3;4;20;11191;8860;"Ostrołęka";"gmina Kadzidło";"141500";0
"mazowieckie";"ostrołęcki";"Rada Powiatu w Ostrołęce";2;4;6;35;17768;14210;"Ostrołęka";"gminy: Czerwin, Goworowo, Troszyn";"141500";1
"mazowieckie";"ostrołęcki";"Rada Powiatu w Ostrołęce";3;4;6;35;18576;14583;"Ostrołęka";"miasto i gmina Myszyniec, gmina Łyse";"141500";0
"mazowieckie";"ostrołęcki";"Rada Powiatu w Ostrołęce";4;4;6;35;18592;14547;"Ostrołęka";"gminy: Baranowo, Czarnia, Lelis";"141500";8
"mazowieckie";"ostrołęcki";"Rada Powiatu w Ostrołęce";5;3;5;23;11598;9519;"Ostrołęka";"gmina Rzekuń";"141500";0
"mazowieckie";"ostrołęcki";"Rada Powiatu w Ostrołęce";6;3;5;25;10894;8603;"Ostrołęka";"gmina Olszewo-Borki";"141500";0
"mazowieckie";"ostrowski";"Rada Powiatu w Ostrowi Mazowieckiej";1;6;7;53;20828;17193;"Ostrów Mazowiecka";"miasto Ostrów Mazowiecka";"141600";0
"mazowieckie";"ostrowski";"Rada Powiatu w Ostrowi Mazowieckiej";2;4;6;33;13998;11555;"Ostrów Mazowiecka";"gminy: Andrzejewo, Boguty-Pianki, Nur, Szulborze Wielkie, Zaręby Kościelne";"141600";1
"mazowieckie";"ostrowski";"Rada Powiatu w Ostrowi Mazowieckiej";3;6;7;50;23040;18478;"Ostrów Mazowiecka";"gminy: Brok, Ostrów Mazowiecka, Stary Lubotyń, Wąsewo";"141600";0
"mazowieckie";"ostrowski";"Rada Powiatu w Ostrowi Mazowieckiej";4;3;5;24;11117;9071;"Ostrów Mazowiecka";"gmina Małkinia Górna";"141600";0
"mazowieckie";"otwocki";"Rada Powiatu Otwockiego";1;8;6;53;40935;33594;"Otwock";"Gmina Otwock";"141700";2
"mazowieckie";"otwocki";"Rada Powiatu Otwockiego";2;3;6;29;15254;12265;"Otwock";"Gmina Karczew";"141700";2
"mazowieckie";"otwocki";"Rada Powiatu Otwockiego";3;4;6;33;19906;15507;"Otwock";"Gmina Józefów";"141700";4
"mazowieckie";"otwocki";"Rada Powiatu Otwockiego";4;4;5;30;22565;17185;"Otwock";"Gmina Kołbiel i Gmina Wiązowna";"141700";0
"mazowieckie";"otwocki";"Rada Powiatu Otwockiego";5;4;6;32;21448;16904;"Otwock";"Gmina Celestynów, Gmina Osieck i Gmina Sobienie-Jeziory";"141700";0
"mazowieckie";"piaseczyński";"Rada Powiatu Piaseczyńskiego";1;7;4;33;43373;33949;"Piaseczno";"Miasto Piaseczno";"141800";5
"mazowieckie";"piaseczyński";"Rada Powiatu Piaseczyńskiego";2;6;4;32;38387;29223;"Piaseczno";"Antoninów, Baszkówka, Bąkówka, Bobrowiec, Bogatki, Chojnów, Chylice, Chylice-Pólko, Chyliczki, Głosków-Wieś, Głosków-Letnisko, Gołków, Grochowa, Henryków-Urocze, Jastrzębie, Jazgarzew, Jesówka, Józefosław, Julianów, Kamionka, Kuleszówka, Łbiska, Mieszkowo, Nowinki, Orzeszyn, Pęchery, Pilawa, Robercin, Runów, Siedliska, Szczaki, Wola Gołkowska, Wólka Kozodawska, Wólka Pęcherska, Wólka Pracka, Zalesie Górne, Złotokłos, Żabieniec";"141800";3
"mazowieckie";"piaseczyński";"Rada Powiatu Piaseczyńskiego";3;4;4;23;26508;21058;"Piaseczno";"Obszar Gminy Góra Kalwaria";"141800";33
"mazowieckie";"piaseczyński";"Rada Powiatu Piaseczyńskiego";4;3;4;19;23308;19359;"Piaseczno";"Obszar Gminy Konstancin – Jeziorna";"141800";3
"mazowieckie";"piaseczyński";"Rada Powiatu Piaseczyńskiego";5;5;4;27;33089;23766;"Piaseczno";"Obszar Gminy Lesznowola";"141800";4
"mazowieckie";"piaseczyński";"Rada Powiatu Piaseczyńskiego";6;4;4;23;23654;18537;"Piaseczno";"Obszar gmin: Prażmów, Tarczyn";"141800";6
"mazowieckie";"płocki";"Rada Powiatu w Płocku";1;4;4;22;19826;15841;"Płock";"gminy wiejskie: Brudzeń Duży, Stara Biała";"141900";3
"mazowieckie";"płocki";"Rada Powiatu w Płocku";2;5;4;26;23147;18583;"Płock";"gmina miejsko-wiejska Drobin, gminy wiejskie: Bielsk, Staroźreby";"141900";7
"mazowieckie";"płocki";"Rada Powiatu w Płocku";3;4;4;21;16775;13408;"Płock";"gminy wiejskie: Radzanowo, Słupno";"141900";0
"mazowieckie";"płocki";"Rada Powiatu w Płocku";4;5;4;28;24238;19638;"Płock";"gminy wiejskie: Bodzanów, Bulkowo, Mała Wieś, gmina wiejsko-miejska Wyszogród";"141900";9
"mazowieckie";"płocki";"Rada Powiatu w Płocku";5;5;4;27;24351;19907;"Płock";"gmina miejsko-wiejska Gąbin, gminy wiejskie: Łąck, Nowy Duninów, Słubice";"141900";0
"mazowieckie";"płoński";"Rada Powiatu Płońskiego";1;5;5;35;20193;16693;"Płońsk";"Miasto Płońsk";"142000";0
"mazowieckie";"płoński";"Rada Powiatu Płońskiego";2;5;5;35;19565;16188;"Płońsk";"Miasto Raciąż, Gmina Baboszewo, Gmina Raciąż";"142000";0
"mazowieckie";"płoński";"Rada Powiatu Płońskiego";3;3;5;25;12919;10497;"Płońsk";"Miasto i Gmina Nowe Miasto, Miasto i Gmina Sochocin, Gmina Joniec";"142000";1
"mazowieckie";"płoński";"Rada Powiatu Płońskiego";4;4;5;30;13442;10800;"Płońsk";"Miasto i Gmina Czerwińsk nad Wisłą, Gmina Naruszewo";"142000";0
"mazowieckie";"płoński";"Rada Powiatu Płońskiego";5;4;5;30;17075;13687;"Płońsk";"Gmina Dzierzążnia, Gmina Płońsk, Gmina Załuski";"142000";0
"mazowieckie";"pruszkowski";"Rada Powiatu Pruszkowskiego";1;10;7;74;57982;46100;"Pruszków";"Miasto Pruszków";"142100";6
"mazowieckie";"pruszkowski";"Rada Powiatu Pruszkowskiego";2;3;5;24;20682;16848;"Pruszków";"Miasto Piastów";"142100";1
"mazowieckie";"pruszkowski";"Rada Powiatu Pruszkowskiego";3;3;5;23;18311;14386;"Pruszków";"Gmina Michałowice";"142100";0
"mazowieckie";"pruszkowski";"Rada Powiatu Pruszkowskiego";4;4;6;33;26058;20458;"Pruszków";"Miasto i Gmina Brwinów";"142100";23
"mazowieckie";"pruszkowski";"Rada Powiatu Pruszkowskiego";5;4;5;26;22278;17362;"Pruszków";"Gmina Raszyn";"142100";0
"mazowieckie";"pruszkowski";"Rada Powiatu Pruszkowskiego";6;3;5;25;16245;12274;"Pruszków";"Gmina Nadarzyn";"142100";1
"mazowieckie";"przasnyski";"Rada Powiatu Przasnyskiego";1;5;6;38;15924;12900;"Przasnysz";"miasto Przasnysz";"142200";2
"mazowieckie";"przasnyski";"Rada Powiatu Przasnyskiego";2;5;5;35;14033;11116;"Przasnysz";"gminy: Czernice Borowe, Krasne, Przasnysz.";"142200";6
"mazowieckie";"przasnyski";"Rada Powiatu Przasnyskiego";3;4;5;29;10348;8131;"Przasnysz";"gminy: Jednorożec, Krzynowłoga Mała";"142200";0
"mazowieckie";"przasnyski";"Rada Powiatu Przasnyskiego";4;3;5;23;9707;7623;"Przasnysz";"miasto i gmina Chorzele";"142200";1
"mazowieckie";"przysuski";"Rada Powiatu Przysuskiego";1;5;4;28;11409;9571;"Przysucha";"Gmina i Miasto Przysucha";"142300";0
"mazowieckie";"przysuski";"Rada Powiatu Przysuskiego";2;5;3;20;12083;9991;"Przysucha";"Miasto i Gmina Odrzywół, Gmina Gielniów, Gmina Rusinów";"142300";5
"mazowieckie";"przysuski";"Rada Powiatu Przysuskiego";3;3;3;14;7490;6002;"Przysucha";"Gmina Klwów, Gmina Potworów";"142300";0
"mazowieckie";"przysuski";"Rada Powiatu Przysuskiego";4;4;4;21;9427;7633;"Przysucha";"Gmina Wieniawa, Gmina Borkowice";"142300";0
"mazowieckie";"pułtuski";"Rada Powiatu w Pułtusku";1;3;4;16;8295;6727;"Pułtusk";"Gmina Świercze, Gmina Gzy";"142400";2
"mazowieckie";"pułtuski";"Rada Powiatu w Pułtusku";2;3;3;13;9203;7189;"Pułtusk";"Gmina Pokrzywnica, Gmina Winnica";"142400";0
"mazowieckie";"pułtuski";"Rada Powiatu w Pułtusku";3;3;3;14;9499;7625;"Pułtusk";"Gmina Obryte, Gmina Zatory";"142400";0
"mazowieckie";"pułtuski";"Rada Powiatu w Pułtusku";4;8;4;40;23265;18725;"Pułtusk";"Gmina Pułtusk";"142400";5
"mazowieckie";"radomski";"Rada Powiatu Radomskiego";1;5;5;33;25933;21835;"Radom";"Miasto Pionki, Gmina Pionki";"142500";5
"mazowieckie";"radomski";"Rada Powiatu Radomskiego";2;4;5;30;23283;18927;"Radom";"Miasto i Gmina Iłża, Gmina Wierzbica";"142500";2
"mazowieckie";"radomski";"Rada Powiatu Radomskiego";3;5;5;33;27371;21179;"Radom";"Gminy: Skaryszew, Kowala";"142500";0
"mazowieckie";"radomski";"Rada Powiatu Radomskiego";4;4;5;28;22782;17780;"Radom";"Gminy: Gózd, Jedlnia Letnisko";"142500";2
"mazowieckie";"radomski";"Rada Powiatu Radomskiego";5;4;5;28;21693;16826;"Radom";"Gminy: Jastrzębia, Jedlińsk";"142500";3
"mazowieckie";"radomski";"Rada Powiatu Radomskiego";6;5;5;35;30015;23246;"Radom";"Gminy: Zakrzew, Przytyk, Wolanów";"142500";1
"mazowieckie";"siedlecki";"Rada Powiatu w Siedlcach";1;5;5;35;18888;14557;"Siedlce";"Gmina Siedlce";"142600";11
"mazowieckie";"siedlecki";"Rada Powiatu w Siedlcach";2;3;4;20;12366;9621;"Siedlce";"Skórzec, Wodynie";"142600";1
"mazowieckie";"siedlecki";"Rada Powiatu w Siedlcach";3;5;4;28;18048;14301;"Siedlce";"Kotuń, Mokobody, Suchożebry";"142600";4
"mazowieckie";"siedlecki";"Rada Powiatu w Siedlcach";4;3;4;18;13578;11121;"Siedlce";"Korczew, Mordy, Paprotnia, Przesmyki";"142600";0
"mazowieckie";"siedlecki";"Rada Powiatu w Siedlcach";5;5;5;33;18495;14359;"Siedlce";"Domanice, Wiśniew, Zbuczyn";"142600";0
"mazowieckie";"sierpecki";"Rada Powiatu w Sierpcu";1;6;5;40;16355;13530;"Sierpc";"Miasto Sierpc";"142700";0
"mazowieckie";"sierpecki";"Rada Powiatu w Sierpcu";2;4;5;29;12422;9983;"Sierpc";"gmina Sierpc, gmina Mochowo";"142700";0
"mazowieckie";"sierpecki";"Rada Powiatu w Sierpcu";3;3;5;25;8140;6567;"Sierpc";"gmina Szczutowo, gmina Rościszewo";"142700";0
"mazowieckie";"sierpecki";"Rada Powiatu w Sierpcu";4;4;5;30;11956;9666;"Sierpc";"gmina Gozdowo, gmina Zawidz";"142700";0
